,0,1
0,-0.317637868164532,-1.7393606148157352
1,0.0102603370849451,-1.7393606148157352
2,0.385801572104917,-1.7393606148157352
3,0.39037250470037793,-1.7393606148157352
4,0.16858440055036197,-1.7393606148157352
5,0.42298806724953003,-1.7393606148157352
6,0.32359888695135197,-1.7393606148157352
7,0.434551168809212,-1.7393606148157352
8,0.21344707535787102,-1.7393606148157352
9,0.252384298506924,-1.7393606148157352
10,0.251586891231431,-1.7393606148157352
11,0.192739144656931,-1.7393606148157352
12,0.22822365874955602,-1.7393606148157352
13,0.19189375081368,-1.7393606148157352
14,0.24134403443049302,-1.7393606148157352
15,0.254653815686072,-1.7393606148157352
16,0.17415098360398798,-1.7393606148157352
17,0.212201864073762,-1.7393606148157352
18,0.348530859066924,-1.7393606148157352
19,0.259733769548072,-1.7393606148157352
20,0.259104555808168,-1.7393606148157352
21,0.23352297651949697,-1.7393606148157352
22,0.0558214445233093,-1.7393606148157352
23,0.08989239686848599,-1.7393606148157352
24,0.0398185169853564,-1.7393606148157352
25,0.0935351591486355,-1.7393606148157352
26,0.115088201705018,-1.7393606148157352
27,0.0886964367803305,-1.7393606148157352
28,0.0668693876838098,-1.7393606148157352
29,0.00400956251138002,-1.7393606148157352
30,0.091706411505774,-1.7393606148157352
31,0.0463073716940296,-1.7393606148157352
32,0.190561208083462,-1.7393606148157352
33,0.0139992710771241,-1.7393606148157352
34,0.0506743071624884,-1.7630220195820776
35,0.0745167891551145,-1.7748526317048416
36,-0.0886612243023784,-1.7779020125757892
37,0.0220084742283304,-1.7779021028361963
38,-0.0747554736775135,-1.783817454027438
39,-0.0296146610284992,-1.798605786876026
40,-0.0362514137818277,-1.8074788136652984
41,0.0468039698065801,-1.813394209987776
42,0.00952737819473315,-1.8237915661664164
43,-0.111881523169458,-1.828228056995434
44,-0.171026493833645,-1.8415375746116582
45,-0.0686444110754839,-1.84821494382468
46,0.0950868886296775,-1.848214955107489
47,-0.020740222444365002,-1.848214966390298
48,-0.198860094167852,-1.8371012191760057
49,-0.0433645235927717,-1.8222673270395215
50,-0.0186165564431582,-1.8133941197280572
51,-0.0404115754762017,-1.819309516049158
52,-0.0688728921380938,-1.816351930714978
53,-0.0991909049511042,-1.7867752198879419
54,-0.141591964918289,-1.7630220195862096
