,0,1
0,0.0,-1.7393606148157352
1,1e-09,-1.7393606148157352
2,8e-09,-1.7393606148157352
3,2.7e-08,-1.7393606148157352
4,6.4e-08,-1.7393606148157352
5,1.2500000000000002e-07,-1.7393606148157352
6,2.16e-07,-1.7393606148157352
7,3.4300000000000004e-07,-1.7393606148157352
8,5.12e-07,-1.7393606148157352
9,7.29e-07,-1.7393606148157352
10,1.0000000000000002e-06,-1.7393606148157352
11,1.331e-06,-1.7393606148157352
12,1.728e-06,-1.7393606148157352
13,2.1970000000000003e-06,-1.7393606148157352
14,2.7440000000000003e-06,-1.7393606148157352
15,3.3750000000000003e-06,-1.7393606148157352
16,4.096e-06,-1.7393606148157352
17,4.913e-06,-1.7393606148157352
18,5.832e-06,-1.7393606148157352
19,6.859000000000001e-06,-1.7393606148157352
20,8.000000000000001e-06,-1.7393606148157352
21,9.261e-06,-1.7393606148157352
22,1.0648e-05,-1.7393606148157352
23,1.2167e-05,-1.7393606148157352
24,1.3824e-05,-1.7393606148157352
25,1.5625e-05,-1.7393606148157352
26,1.7576000000000002e-05,-1.7393606148157352
27,1.9683e-05,-1.7393606148157352
28,2.1952000000000003e-05,-1.7393606148157352
29,2.4389000000000003e-05,-1.7393606148157352
30,2.7000000000000002e-05,-1.7393606148157352
31,2.9791000000000003e-05,-1.7393606148157352
32,3.2768e-05,-1.7393606148157352
33,3.5937000000000005e-05,-1.7393606148157352
34,3.9304e-05,-1.7630220195820776
35,4.2875000000000005e-05,-1.7748526317048416
36,4.6656e-05,-1.7779020125757892
37,5.0653000000000004e-05,-1.7779021028361963
38,5.4872000000000006e-05,-1.783817454027438
39,5.9319000000000006e-05,-1.798605786876026
40,6.400000000000001e-05,-1.8074788136652984
41,6.8921e-05,-1.813394209987776
42,7.4088e-05,-1.8237915661664164
43,7.950700000000001e-05,-1.828228056995434
44,8.5184e-05,-1.8415375746116582
45,9.1125e-05,-1.84821494382468
46,9.7336e-05,-1.848214955107489
47,0.00010382300000000001,-1.848214966390298
48,0.000110592,-1.8371012191760057
49,0.00011764900000000001,-1.8222673270395215
50,0.000125,-1.8133941197280572
51,0.00013265100000000001,-1.819309516049158
52,0.00014060800000000002,-1.816351930714978
53,0.000148877,-1.7867752198879419
54,0.000157464,-1.7630220195862096
55,0.00016637500000000002,-1.7393607050768314
56,0.00017561600000000002,-1.7275299124332526
57,0.000185193,-1.6920379858052423
58,0.00019511200000000003,-1.6445301410256177
59,0.000205379,-1.585376448584126
60,0.00021600000000000002,-1.6090382143879662
61,0.00022698100000000001,-1.6090382143962298
62,0.00023832800000000003,-1.5735461072391412
63,0.00025004700000000004,-1.5498843414297918
64,0.000262144,-1.5143925953198418
65,0.000274625,-1.5262231171815095
66,0.00028749600000000004,-1.5143922342809666
67,0.000300763,-1.514392234278212
68,0.000314432,-1.4903580511809758
69,0.000328509,-1.4430359637398138
70,0.00034300000000000004,-1.4666970074576402
71,0.00035791100000000004,-1.4666970074631491
72,0.000373248,-1.4666970074576402
73,0.000389017,-1.4666970074631491
74,0.00040522400000000004,-1.4193745589720943
75,0.00042187500000000005,-1.49035841222536
76,0.00043897600000000005,-1.514392414794895
77,0.000456533,-1.5262231171815095
78,0.00047455200000000005,-1.5735455656698103
79,0.000493039,-1.5972071509597219
80,0.0005120000000000001,-1.6208687362468794
81,0.000531441,-1.668191184743444
82,0.000551368,-1.668191365271145
83,0.000571787,-1.6861223638258924
84,0.000592704,-1.6920377150178223
85,0.0006141250000000001,-1.6920378052802958
86,0.0006360560000000001,-1.6979530662111295
87,0.0006585030000000001,-1.7275298221680249
88,0.000681472,-1.7571064878693328
89,0.0007049690000000001,-1.7335370591598842
90,0.000729,-1.644622162211682
91,0.0007535710000000001,-1.5436890003309425
92,0.000778688,-1.3366520245217215
93,0.000804357,-1.125906445945012
94,0.0008305840000000001,-0.7000012052566043
95,0.0008573750000000001,-0.13653069792558958
96,0.000884736,0.7004900064485143
97,0.000912673,-0.1572742321294942
98,0.0009411920000000001,-0.7340570326732679
99,0.0009702990000000001,-1.1673565300353594
100,0.001,-1.3847805497098662
101,0.001030301,-1.59697123101161
102,0.0010612080000000001,-1.7038204661906085
103,0.0010927270000000002,-1.7868204632568372
104,0.0011248640000000002,-1.8252702911352745
105,0.001157625,-1.857851049200168
106,0.001191016,-1.816352066110754
107,0.001225043,-1.8163518855830527
108,0.001259712,-1.8074789490569425
109,0.001295029,-1.8045212283318064
110,0.0013310000000000002,-1.7897328052221224
111,0.001367631,-1.7779021479681218
112,0.0014049280000000002,-1.7689373707767624
113,0.001442897,-1.7630222001056468
114,0.001481544,-1.7571066683901482
115,0.001520875,-1.7393606148171126
116,0.0015608960000000002,-1.7334452636224282
117,0.001601613,-1.70978385885884
118,0.001643032,-1.6979530662125069
119,0.001685159,-1.6861224540869886
120,0.0017280000000000002,-1.6681915457878282
121,0.001771561,-1.5972073314929327
122,0.0018158480000000001,-1.502562253983121
123,0.0018608670000000002,-1.4430352416455363
124,0.0019066240000000002,-1.3720510273533957
125,0.001953125,-1.3247289398901971
126,0.0020003760000000003,-1.3010678961723705
127,0.002048383,-1.3483899836190414
128,0.002097152,-1.3720513883867609
129,0.0021466890000000002,-1.395712793148972
130,0.002197,-1.3957124321156058
131,0.0022480910000000002,-1.3957124321100969
132,0.0022999680000000003,-1.419374197911183
133,0.0023526370000000003,-1.490358051186485
134,0.002406104,-1.5025615318915977
135,0.0024603750000000003,-1.5262229366565627
136,0.002515456,-1.5143924147976495
137,0.002571353,-1.5498845219464747
138,0.002628072,-1.5972067899153382
139,0.002685619,-1.5972073314846689
140,0.0027440000000000003,-1.6090382143907207
141,0.0028032210000000003,-1.6445301410173538
142,0.0028632880000000003,-1.680022067643987
143,0.0029242070000000003,-1.6979531564708483
144,0.002985984,-1.733445263621051
145,0.003048625,-1.7689371902531932
146,0.003112136,-1.7808597333023022
147,0.003176523,-1.7897326698297895
148,0.0032417920000000003,-1.7926904356861622
149,0.003307949,-1.7986058320072629
150,0.0033750000000000004,-1.7986058320079514
151,0.003442951,-1.8074789039263943
152,0.0035118080000000004,-1.8193094709192987
153,0.0035815770000000003,-1.8267492191964187
154,0.003652264,-1.8341434081866757
155,0.003723875,-1.840058781944224
156,0.0037964160000000004,-1.8474755136430516
157,0.003869893,-1.84597420083232
158,0.003944312,-1.8311858228528397
159,0.004019679,-1.8133943002509385
160,0.004096000000000001,-1.813394209988465
161,0.004173281,-1.8104365795230482
162,0.004251528,-1.807478903927772
163,0.004330747,-1.8015635076052936
164,0.004410944,-1.7926906162076657
165,0.0044921250000000005,-1.7838174991593632
166,0.004574296,-1.7571068489178492
167,0.004657463000000001,-1.7452760562715157
168,0.004741632,-1.7216146515024189
169,0.0048268090000000005,-1.7097839491171816
170,0.004913000000000001,-1.6445306825949484
171,0.005000211,-1.5617157659106835
172,0.005088448000000001,-1.419375642116265
173,0.005177717,-1.2537450866369308
174,0.0052680240000000005,-1.1827605112948965
175,0.005359375,-1.1110256857223426
176,0.005451776,-0.8744130822226818
177,0.005545233,-0.7324439315386131
178,0.0056397520000000005,-0.8270881064099185
179,0.005735339000000001,-1.0163786224408715
180,0.005832,-1.1354377017429296
181,0.0059297410000000005,-1.1354373407040546
182,0.006028568000000001,-1.1827601502394938
183,0.006128487,-1.324727495718169
184,0.006229504,-1.4430352416345182
185,0.0063316250000000004,-1.4903587732587258
186,0.006434856,-1.5143922342727032
187,0.006539203,-1.526222756137125
188,0.006644672000000001,-1.5380538195653697
189,0.006751269000000001,-1.5498843414242829
190,0.0068590000000000005,-1.5617154048552813
191,0.0069678710000000005,-1.6090378533435818
192,0.007077888,-1.6681911847406894
193,0.007189057,-1.7097836783311389
194,0.007301384,-1.7038686881863478
195,0.0074148750000000005,-1.7216143807191306
196,0.007529536000000001,-1.7216143807191306
197,0.0076453730000000004,-1.727530002690217
198,0.007762392000000001,-1.7511911366746484
199,0.007880599,-1.7748526317034643
200,0.008,-1.7897328052186792
201,0.008120601,-1.7956482015411572
202,0.008242408,-1.804521183198504
203,0.008365427,-1.810436489261952
204,0.008489664000000001,-1.823791498470939
205,0.008615125000000001,-1.8311856874605068
206,0.008741816000000001,-1.8356222685502759
207,0.008869743000000001,-1.8430164124096409
208,0.008998912000000001,-1.8459741331361537
209,0.009129329,-1.8459741331368424
210,0.009261,-1.845974155701428
211,0.009393931000000001,-1.8400588270754603
212,0.009528128,-1.8356222685513093
213,0.009663597000000001,-1.834143408187364
214,0.009800344,-1.828228079560708
215,0.009938375000000001,-1.8193096965734163
216,0.010077696,-1.8163519307156664
217,0.010218313000000001,-1.8045212283324956
218,0.010360232,-1.7956482918043193
219,0.010503459000000001,-1.792690480817399
220,0.010648000000000001,-1.789732805221434
221,0.010793861,-1.7838174991593632
222,0.010941048,-1.7838174540295038
223,0.011089567,-1.7838174088982672
224,0.011239424000000001,-1.7305794738263924
225,0.011390625000000001,-1.6208691875633785
226,0.011543176,-1.4785285222092697
227,0.011697083,-1.2180690273908463
228,0.011852352,-0.9688731244965724
229,0.012008989000000001,-0.5429672971137949
230,0.012167,0.050079695399778856
231,0.012326391,0.9373805689921398
232,0.012487168000000002,0.13289966681560686
233,0.012649337,-0.3887932214892296
234,0.012812904,-0.7437146540383922
235,0.012977875000000002,-0.8864344160249108
236,0.013144256,-1.0284035667144886
237,0.013312053,-1.1825742123760845
238,0.013481272,-1.2300827792486095
239,0.013651919,-1.2774055888019538
240,0.013824000000000001,-1.4135501006970186
241,0.013997521,-1.3957126126350434
242,0.014172488,-1.3720517494311455
243,0.014348907000000001,-1.4430356026899205
244,0.014526784000000001,-1.4903584122198508
245,0.014706125,-1.5380536390349135
246,0.014886936000000002,-1.5498843414242829
247,0.015069223000000001,-1.5853766290952995
248,0.015252992000000002,-1.6208689167718262
249,0.015438249000000001,-1.6445299604979162
250,0.015625,-1.6563608434012136
251,0.015813251,-1.7038684173989278
252,0.016003008000000003,-1.733445263621051
253,0.016194277,-1.7571066683901475
254,0.016387064,-1.7779020577056486
255,0.016581375000000002,-1.7838174540281266
256,0.016777216,-1.7838174540281266
257,0.016974593,-1.7897328052200565
258,0.017173512000000002,-1.80156346247268
259,0.017373979,-1.8074788587958464
260,0.017576,-1.822267191645123
261,0.017779581000000003,-1.8311856648955769
262,0.017984728000000002,-1.835622268549588
263,0.018191447,-1.8430164349749147
264,0.018399744000000003,-1.84449529533886
265,0.018609625,-1.8467361173093344
266,0.018821096000000002,-1.8444953179037893
267,0.019034163,-1.8341434533186007
268,0.019248832,-1.8222673721693807
269,0.019465109,-1.8104365795230482
270,0.019683000000000003,-1.8074789039263943
271,0.019902511,-1.8015635527351532
272,0.020123648,-1.7956482466730823
273,0.020346417000000002,-1.7926905710778065
274,0.020570824,-1.7779022382292182
275,0.020796875000000003,-1.7630222903681203
276,0.021024576,-1.7452759660104198
277,0.021253933000000003,-1.7334452636251827
278,0.021484952,-1.709784129639374
279,0.021717639,-1.692037895542769
280,0.021952000000000003,-1.6563610239261606
281,0.022188041000000002,-1.5735461072418961
282,0.022425768000000002,-1.466697729551918
283,0.022665187,-1.3483903446744443
284,0.022906304000000002,-1.2537447255980558
285,0.023149125000000003,-1.1354377017649662
286,0.023393656000000002,-0.9217358917360852
287,0.023639903,-0.7324432094498445
288,0.023887872,-0.7797660189522293
289,0.024137569,-0.8270881064099187
290,0.024389,-0.8744101938455714
291,0.024642171,-0.9690565350052188
292,0.024897088,-1.206420832912936
293,0.025153757000000002,-1.3957113489714348
294,0.025412184,-1.4430352416400272
295,0.025672375,-1.4903580511754666
296,0.025934336000000002,-1.514392414794895
297,0.026198073000000002,-1.5262231171787548
298,0.026463592,-1.5498845219492292
299,0.026730899000000002,-1.5972071509624766
300,0.027000000000000003,-1.6563606628790215
301,0.027270901,-1.680022067649496
302,0.027543608,-1.6979529759500336
303,0.027818127,-1.7156991197869194
304,0.028094464000000003,-1.7452756049632812
305,0.028372625000000002,-1.7630218390585084
306,0.028652616000000002,-1.7689372805115344
307,0.028934443,-1.777902102836885
308,0.029218112,-1.7897327149596491
309,0.029503629000000003,-1.8074787234035137
310,0.029791,-1.8104364892605749
311,0.030080231000000002,-1.819309606310254
312,0.030371328000000003,-1.8252704039647432
313,0.030664297000000004,-1.828228079560708
314,0.030959144,-1.8297069399236203
315,0.031255875,-1.8356222685506207
316,0.031554496,-1.838579921581656
317,0.031855013,-1.84597411057088
318,0.032157432,-1.84969378162249
319,0.032461759,-1.8474755587737717
320,0.032768000000000005,-1.8400588496407344
321,0.033076161,-1.832664638085204
322,0.033386248,-1.8267492643283438
323,0.033698267000000004,-1.8163519307156664
324,0.034012224,-1.8133943002495612
325,0.034328125,-1.8104365343931883
326,0.034645976,-1.813394209987776
327,0.034965783,-1.8104365343918116
328,0.035287552,-1.8045212283324956
329,0.035611289000000004,-1.789732805221434
330,0.035937000000000004,-1.7748527219686925
331,0.036264691,-1.7630221098431742
332,0.036594368,-1.7571066683915249
333,0.036926037,-1.7452760562715157
334,0.037259704000000005,-1.7334452636238054
335,0.037595375,-1.6979533369971724
336,0.037933056,-1.6326997996888966
337,0.038272753,-1.5972073314846689
338,0.038614472000000004,-1.561715224335844
339,0.038958219,-1.5262232977064565
340,0.039304000000000006,-1.5143925953198418
341,0.039651821000000004,-1.4666977295464092
342,0.040001688,-1.3957138762931431
343,0.040353607,-1.3720517494366544
344,0.040707584000000005,-1.395712793148972
345,0.041063625,-1.3720517494256363
346,0.041421736,-1.3957135152322313
347,0.041781923000000006,-1.4193741979277097
348,0.042144192000000004,-1.4430359637232866
349,0.042508549,-1.4903584122198508
350,0.042875,-1.4903587732697443
351,0.043243551000000005,-1.5143920537532654
352,0.043614208,-1.5380536390404231
353,0.043986977000000003,-1.5143925953170871
354,0.044361864,-1.5498847024714213
355,0.044738875000000004,-1.5617152243303347
356,0.045118016000000004,-1.5853762680619337
357,0.045499293,-1.6208685557274418
358,0.045882712000000006,-1.632699619155686
359,0.046268279,-1.5972076925318075
360,0.046656,-1.5439693512850008
361,0.047045881000000005,-1.4548668466555068
362,0.047437928000000004,-1.253745357432615
363,0.047832147000000005,-1.063703417764498
364,0.048228544000000005,-0.6614596269729809
365,0.048627125,-0.10695398709579916
366,0.049027896,0.7359821135987168
