 , 
0,-1.7393606148157352
1,-1.7393606148157352
2,-1.7393606148157352
3,-1.7393606148157352
4,-1.7393606148157352
5,-1.7393606148157352
6,-1.7393606148157352
7,-1.7393606148157352
8,-1.7393606148157352
9,-1.7393606148157352
10,-1.7393606148157352
11,-1.7393606148157352
12,-1.7393606148157352
13,-1.7393606148157352
14,-1.7393606148157352
15,-1.7393606148157352
16,-1.7393606148157352
17,-1.7393606148157352
18,-1.7393606148157352
19,-1.7393606148157352
20,-1.7393606148157352
21,-1.7393606148157352
22,-1.7393606148157352
23,-1.7393606148157352
24,-1.7393606148157352
25,-1.7393606148157352
26,-1.7393606148157352
27,-1.7393606148157352
28,-1.7393606148157352
29,-1.7393606148157352
30,-1.7393606148157352
31,-1.7393606148157352
32,-1.7393606148157352
33,-1.7393606148157352
34,-1.7393606148157352
35,-1.7630220195820776
36,-1.7748526317048416
37,-1.7779020125757892
38,-1.7779021028361965
39,-1.7838174540274379
40,-1.7986057868760261
41,-1.8074788136652984
42,-1.8133942099877762
43,-1.8237915661664164
44,-1.8282280569954341
45,-1.841537574611658
46,-1.8482149438246798
47,-1.8482149551074887
48,-1.848214966390298
49,-1.837101219176006
50,-1.8222673270395218
51,-1.8133941197280574
52,-1.8193095160491581
53,-1.816351930714978
54,-1.786775219887942
55,-1.7630220195862096
56,-1.7393607050768314
57,-1.7275299124332526
58,-1.6920379858052423
59,-1.6445301410256175
60,-1.585376448584126
61,-1.6090382143879662
62,-1.6090382143962298
63,-1.5735461072391412
64,-1.5498843414297918
65,-1.5143925953198418
66,-1.5262231171815095
67,-1.5143922342809666
68,-1.5143922342782121
69,-1.490358051180976
70,-1.4430359637398138
71,-1.4666970074576402
72,-1.4666970074631491
73,-1.4666970074576402
74,-1.4666970074631493
75,-1.4193745589720943
76,-1.49035841222536
77,-1.514392414794895
78,-1.5262231171815095
79,-1.5735455656698103
80,-1.597207150959722
81,-1.6208687362468794
82,-1.6681911847434439
83,-1.668191365271145
84,-1.6861223638258924
85,-1.6920377150178223
86,-1.6920378052802958
87,-1.6979530662111295
88,-1.7275298221680249
89,-1.7571064878693328
90,-1.7335370591598842
91,-1.644622162211682
92,-1.5436890003309425
93,-1.3366520245217215
94,-1.1259064459450119
95,-0.7000012052566043
96,-0.13653069792558958
97,0.7004900064485143
98,-0.1572742321294942
99,-0.7340570326732679
100,-1.1673565300353594
101,-1.3847805497098662
102,-1.59697123101161
103,-1.7038204661906085
104,-1.7868204632568372
105,-1.8252702911352743
106,-1.8578510492001676
107,-1.816352066110754
108,-1.8163518855830527
109,-1.8074789490569425
110,-1.8045212283318066
111,-1.7897328052221224
112,-1.7779021479681218
113,-1.7689373707767624
114,-1.763022200105647
115,-1.757106668390148
116,-1.7393606148171126
117,-1.733445263622428
118,-1.70978385885884
